ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.10 kWh,15264,0.00670%,140.1,15264,0.0067,1
20110306_lr_RL_1.2,104.96 kWh,10940,0.00592%,104.96,10940,0.00592,2
20110309_lr_RL_1.2,118.30 kWh,13265,0.00785%,118.3,13265,0.00785,3
20110322_lr_RL_1.2,147.25 kWh,19143,0.00745%,147.25,19143,0.00745,4
20110325_lr_RL_1.2,126.19 kWh,14614,0.00681%,126.19,14614,0.00681,5
20110403_lr_RL_1.2,192.55 kWh,22888,0.00716%,192.55,22888,0.00716,6
20110409_lr_RL_1.2,152.35 kWh,18702,0.00719%,152.35,18702,0.00719,7
20110411_lr_RL_1.2,149.33 kWh,18908,0.00755%,149.33,18908,0.00755,8
20110412_lr_RL_1.2,128.94 kWh,15202,0.00709%,128.94,15202,0.00709,9
300_lr_RL_1.2,118.12 kWh,13357,0.00790%,118.12,13357,0.0079,10
301_lr_RL_1.2,152.37 kWh,18731,0.00704%,152.37,18731,0.00704,11
302_lr_RL_1.2,105.49 kWh,11302,0.00625%,105.49,11302,0.00625,12
303_lr_RL_1.2,105.40 kWh,11249,0.00617%,105.4,11249,0.00617,13
304_lr_RL_1.2,192.19 kWh,22297,0.00717%,192.19,22297,0.00717,14
305_lr_RL_1.2,192.46 kWh,23377,0.00716%,192.46,23377,0.00716,15
306_lr_RL_1.2,140.57 kWh,15905,0.00685%,140.57,15905,0.00685,16
307_lr_RL_1.2,104.91 kWh,10846,0.00591%,104.91,10846,0.00591,17
308_lr_RL_1.2,149.38 kWh,18823,0.00736%,149.38,18823,0.00736,18
309_lr_RL_1.2,152.14 kWh,18546,0.00697%,152.14,18546,0.00697,19
310_lr_RL_1.2,128.88 kWh,14976,0.00703%,128.88,14976,0.00703,20
311_lr_RL_1.2,126.62 kWh,15070,0.00700%,126.62,15070,0.007,21
312_lr_RL_1.2,105.55 kWh,11368,0.00629%,105.55,11368,0.00629,22
313_lr_RL_1.2,149.60 kWh,19139,0.00760%,149.6,19139,0.0076,23
314_lr_RL_1.2,129.49 kWh,15681,0.00713%,129.49,15681,0.00713,24
315_lr_RL_1.2,149.43 kWh,18485,0.00742%,149.43,18485,0.00742,25
316_lr_RL_1.2,151.88 kWh,18429,0.00707%,151.88,18429,0.00707,26
317_lr_RL_1.2,192.58 kWh,22684,0.00721%,192.58,22684,0.00721,27
318_lr_RL_1.2,139.58 kWh,14960,0.00657%,139.58,14960,0.00657,28
319_lr_RL_1.2,192.45 kWh,22687,0.00709%,192.45,22687,0.00709,29
320_lr_RL_1.2,140.07 kWh,15471,0.00683%,140.07,15471,0.00683,30
321_lr_RL_1.2,105.17 kWh,10721,0.00594%,105.17,10721,0.00594,31
