ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.17 kWh,15312,0.00659%,140.17,15312,0.00659,1
20110306_lr_RL_1.2,105.31 kWh,10995,0.00607%,105.31,10995,0.00607,2
20110309_lr_RL_1.2,117.74 kWh,13100,0.00765%,117.74,13100,0.00765,3
20110322_lr_RL_1.2,147.23 kWh,19453,0.00753%,147.23,19453,0.00753,4
20110325_lr_RL_1.2,126.80 kWh,14869,0.00674%,126.8,14869,0.00674,5
20110403_lr_RL_1.2,193.46 kWh,23161,0.00735%,193.46,23161,0.00735,6
20110409_lr_RL_1.2,151.74 kWh,18475,0.00698%,151.74,18475,0.00698,7
20110411_lr_RL_1.2,149.34 kWh,19128,0.00743%,149.34,19128,0.00743,8
20110412_lr_RL_1.2,128.87 kWh,15120,0.00694%,128.87,15120,0.00694,9
300_lr_RL_1.2,118.29 kWh,13246,0.00773%,118.29,13246,0.00773,10
301_lr_RL_1.2,152.65 kWh,19228,0.00743%,152.65,19228,0.00743,11
302_lr_RL_1.2,105.51 kWh,11187,0.00637%,105.51,11187,0.00637,12
303_lr_RL_1.2,105.29 kWh,11099,0.00614%,105.29,11099,0.00614,13
304_lr_RL_1.2,192.65 kWh,22972,0.00730%,192.65,22972,0.0073,14
305_lr_RL_1.2,192.62 kWh,22484,0.00717%,192.62,22484,0.00717,15
306_lr_RL_1.2,140.07 kWh,14969,0.00638%,140.07,14969,0.00638,16
307_lr_RL_1.2,105.36 kWh,11062,0.00614%,105.36,11062,0.00614,17
308_lr_RL_1.2,149.87 kWh,19243,0.00763%,149.87,19243,0.00763,18
309_lr_RL_1.2,151.71 kWh,18521,0.00698%,151.71,18521,0.00698,19
310_lr_RL_1.2,128.59 kWh,14480,0.00665%,128.59,14480,0.00665,20
311_lr_RL_1.2,126.91 kWh,14947,0.00686%,126.91,14947,0.00686,21
312_lr_RL_1.2,105.21 kWh,11255,0.00617%,105.21,11255,0.00617,22
313_lr_RL_1.2,149.29 kWh,18517,0.00739%,149.29,18517,0.00739,23
314_lr_RL_1.2,129.22 kWh,15412,0.00719%,129.22,15412,0.00719,24
315_lr_RL_1.2,149.47 kWh,18760,0.00747%,149.47,18760,0.00747,25
316_lr_RL_1.2,152.06 kWh,18428,0.00694%,152.06,18428,0.00694,26
317_lr_RL_1.2,193.48 kWh,23769,0.00753%,193.48,23769,0.00753,27
318_lr_RL_1.2,140.12 kWh,15176,0.00646%,140.12,15176,0.00646,28
319_lr_RL_1.2,192.77 kWh,22534,0.00719%,192.77,22534,0.00719,29
320_lr_RL_1.2,140.45 kWh,15756,0.00678%,140.45,15756,0.00678,30
321_lr_RL_1.2,105.79 kWh,11229,0.00614%,105.79,11229,0.00614,31
