ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.36 kWh,15331,0.00678%,140.36,15331,0.00678,1
20110306_lr_RL_1.2,104.94 kWh,10673,0.00584%,104.94,10673,0.00584,2
20110309_lr_RL_1.2,118.21 kWh,13035,0.00782%,118.21,13035,0.00782,3
20110322_lr_RL_1.2,147.30 kWh,19569,0.00736%,147.3,19569,0.00736,4
20110325_lr_RL_1.2,126.38 kWh,14700,0.00684%,126.38,14700,0.00684,5
20110403_lr_RL_1.2,192.71 kWh,22482,0.00700%,192.71,22482,0.007,6
20110409_lr_RL_1.2,152.04 kWh,18572,0.00724%,152.04,18572,0.00724,7
20110411_lr_RL_1.2,149.07 kWh,18064,0.00720%,149.07,18064,0.0072,8
20110412_lr_RL_1.2,128.87 kWh,15392,0.00703%,128.87,15392,0.00703,9
300_lr_RL_1.2,118.32 kWh,13486,0.00811%,118.32,13486,0.00811,10
301_lr_RL_1.2,152.32 kWh,18859,0.00726%,152.32,18859,0.00726,11
302_lr_RL_1.2,105.14 kWh,10798,0.00577%,105.14,10798,0.00577,12
303_lr_RL_1.2,105.04 kWh,10915,0.00598%,105.04,10915,0.00598,13
304_lr_RL_1.2,192.78 kWh,23137,0.00739%,192.78,23137,0.00739,14
305_lr_RL_1.2,192.58 kWh,23056,0.00728%,192.58,23056,0.00728,15
306_lr_RL_1.2,140.19 kWh,15603,0.00693%,140.19,15603,0.00693,16
307_lr_RL_1.2,104.93 kWh,10817,0.00593%,104.93,10817,0.00593,17
308_lr_RL_1.2,148.82 kWh,18121,0.00719%,148.82,18121,0.00719,18
309_lr_RL_1.2,152.06 kWh,18256,0.00690%,152.06,18256,0.0069,19
310_lr_RL_1.2,128.99 kWh,15090,0.00715%,128.99,15090,0.00715,20
311_lr_RL_1.2,126.92 kWh,15045,0.00704%,126.92,15045,0.00704,21
312_lr_RL_1.2,104.67 kWh,10289,0.00556%,104.67,10289,0.00556,22
313_lr_RL_1.2,149.31 kWh,18949,0.00746%,149.31,18949,0.00746,23
314_lr_RL_1.2,128.79 kWh,14838,0.00709%,128.79,14838,0.00709,24
315_lr_RL_1.2,149.45 kWh,18692,0.00751%,149.45,18692,0.00751,25
316_lr_RL_1.2,152.08 kWh,18502,0.00701%,152.08,18502,0.00701,26
317_lr_RL_1.2,192.82 kWh,23207,0.00748%,192.82,23207,0.00748,27
318_lr_RL_1.2,140.41 kWh,15777,0.00692%,140.41,15777,0.00692,28
319_lr_RL_1.2,192.54 kWh,22719,0.00712%,192.54,22719,0.00712,29
320_lr_RL_1.2,140.45 kWh,15418,0.00677%,140.45,15418,0.00677,30
321_lr_RL_1.2,105.63 kWh,11098,0.00626%,105.63,11098,0.00626,31
