ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.78 kWh,15996,0.00681%,140.78,15996,0.00681,1
20110306_lr_RL_1.2,105.77 kWh,11301,0.00629%,105.77,11301,0.00629,2
20110309_lr_RL_1.2,118.08 kWh,12885,0.00761%,118.08,12885,0.00761,3
20110322_lr_RL_1.2,147.85 kWh,20333,0.00774%,147.85,20333,0.00774,4
20110325_lr_RL_1.2,127.38 kWh,15659,0.00730%,127.38,15659,0.0073,5
20110403_lr_RL_1.2,192.58 kWh,22904,0.00718%,192.58,22904,0.00718,6
20110409_lr_RL_1.2,152.64 kWh,18658,0.00693%,152.64,18658,0.00693,7
20110411_lr_RL_1.2,149.48 kWh,18971,0.00748%,149.48,18971,0.00748,8
20110412_lr_RL_1.2,129.29 kWh,15858,0.00742%,129.29,15858,0.00742,9
300_lr_RL_1.2,117.95 kWh,13030,0.00761%,117.95,13030,0.00761,10
301_lr_RL_1.2,151.96 kWh,19039,0.00697%,151.96,19039,0.00697,11
302_lr_RL_1.2,105.81 kWh,11745,0.00646%,105.81,11745,0.00646,12
303_lr_RL_1.2,105.57 kWh,11136,0.00631%,105.57,11136,0.00631,13
304_lr_RL_1.2,192.91 kWh,23359,0.00741%,192.91,23359,0.00741,14
305_lr_RL_1.2,192.73 kWh,23189,0.00734%,192.73,23189,0.00734,15
306_lr_RL_1.2,140.86 kWh,15920,0.00696%,140.86,15920,0.00696,16
307_lr_RL_1.2,104.96 kWh,10485,0.00571%,104.96,10485,0.00571,17
308_lr_RL_1.2,150.07 kWh,19388,0.00775%,150.07,19388,0.00775,18
309_lr_RL_1.2,152.67 kWh,18581,0.00700%,152.67,18581,0.007,19
310_lr_RL_1.2,129.19 kWh,15315,0.00698%,129.19,15315,0.00698,20
311_lr_RL_1.2,126.99 kWh,14930,0.00703%,126.99,14930,0.00703,21
312_lr_RL_1.2,106.04 kWh,11295,0.00635%,106.04,11295,0.00635,22
313_lr_RL_1.2,149.63 kWh,19467,0.00749%,149.63,19467,0.00749,23
314_lr_RL_1.2,129.54 kWh,15693,0.00744%,129.54,15693,0.00744,24
315_lr_RL_1.2,149.76 kWh,19484,0.00756%,149.76,19484,0.00756,25
316_lr_RL_1.2,152.37 kWh,18939,0.00703%,152.37,18939,0.00703,26
317_lr_RL_1.2,193.02 kWh,23388,0.00742%,193.02,23388,0.00742,27
318_lr_RL_1.2,140.33 kWh,15413,0.00666%,140.33,15413,0.00666,28
319_lr_RL_1.2,192.63 kWh,22966,0.00720%,192.63,22966,0.0072,29
320_lr_RL_1.2,140.06 kWh,15219,0.00651%,140.06,15219,0.00651,30
321_lr_RL_1.2,104.93 kWh,10698,0.00594%,104.93,10698,0.00594,31
