ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.73 kWh,15963,0.00679%,140.73,15963,0.00679,1
20110306_lr_RL_1.2,105.49 kWh,11310,0.00637%,105.49,11310,0.00637,2
20110309_lr_RL_1.2,118.36 kWh,13147,0.00755%,118.36,13147,0.00755,3
20110322_lr_RL_1.2,147.56 kWh,19699,0.00752%,147.56,19699,0.00752,4
20110325_lr_RL_1.2,127.23 kWh,15509,0.00715%,127.23,15509,0.00715,5
20110403_lr_RL_1.2,192.77 kWh,22942,0.00713%,192.77,22942,0.00713,6
20110409_lr_RL_1.2,152.56 kWh,19232,0.00704%,152.56,19232,0.00704,7
20110411_lr_RL_1.2,150.33 kWh,19772,0.00779%,150.33,19772,0.00779,8
20110412_lr_RL_1.2,129.11 kWh,15130,0.00702%,129.11,15130,0.00702,9
300_lr_RL_1.2,118.15 kWh,13109,0.00764%,118.15,13109,0.00764,10
301_lr_RL_1.2,152.42 kWh,18990,0.00718%,152.42,18990,0.00718,11
302_lr_RL_1.2,105.65 kWh,11235,0.00632%,105.65,11235,0.00632,12
303_lr_RL_1.2,105.67 kWh,11413,0.00641%,105.67,11413,0.00641,13
304_lr_RL_1.2,193.38 kWh,23277,0.00739%,193.38,23277,0.00739,14
305_lr_RL_1.2,193.27 kWh,23665,0.00743%,193.27,23665,0.00743,15
306_lr_RL_1.2,140.70 kWh,15910,0.00686%,140.7,15910,0.00686,16
307_lr_RL_1.2,105.78 kWh,11467,0.00622%,105.78,11467,0.00622,17
308_lr_RL_1.2,149.73 kWh,18890,0.00755%,149.73,18890,0.00755,18
309_lr_RL_1.2,152.10 kWh,18339,0.00687%,152.1,18339,0.00687,19
310_lr_RL_1.2,129.32 kWh,15309,0.00714%,129.32,15309,0.00714,20
311_lr_RL_1.2,126.96 kWh,15260,0.00701%,126.96,15260,0.00701,21
312_lr_RL_1.2,105.39 kWh,11131,0.00608%,105.39,11131,0.00608,22
313_lr_RL_1.2,149.99 kWh,19066,0.00758%,149.99,19066,0.00758,23
314_lr_RL_1.2,129.19 kWh,15463,0.00725%,129.19,15463,0.00725,24
315_lr_RL_1.2,149.76 kWh,18996,0.00748%,149.76,18996,0.00748,25
316_lr_RL_1.2,151.92 kWh,18257,0.00695%,151.92,18257,0.00695,26
317_lr_RL_1.2,192.30 kWh,22874,0.00706%,192.3,22874,0.00706,27
318_lr_RL_1.2,140.35 kWh,15373,0.00657%,140.35,15373,0.00657,28
319_lr_RL_1.2,193.80 kWh,23708,0.00760%,193.8,23708,0.0076,29
320_lr_RL_1.2,140.32 kWh,15488,0.00673%,140.32,15488,0.00673,30
321_lr_RL_1.2,105.41 kWh,11415,0.00624%,105.41,11415,0.00624,31
