ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,145.01 kWh,19146,0.00764%,145.01,19146,0.00764,1
20110306_lr_RL_1.2,106.86 kWh,12703,0.00697%,106.86,12703,0.00697,2
20110309_lr_RL_1.2,119.51 kWh,14051,0.00789%,119.51,14051,0.00789,3
20110322_lr_RL_1.2,148.73 kWh,20885,0.00774%,148.73,20885,0.00774,4
20110325_lr_RL_1.2,127.87 kWh,16109,0.00731%,127.87,16109,0.00731,5
20110403_lr_RL_1.2,194.31 kWh,24714,0.00758%,194.31,24714,0.00758,6
20110409_lr_RL_1.2,152.88 kWh,19224,0.00716%,152.88,19224,0.00716,7
20110411_lr_RL_1.2,150.03 kWh,19615,0.00767%,150.03,19615,0.00767,8
20110412_lr_RL_1.2,130.32 kWh,16510,0.00762%,130.32,16510,0.00762,9
300_lr_RL_1.2,118.42 kWh,13747,0.00786%,118.42,13747,0.00786,10
301_lr_RL_1.2,152.55 kWh,18805,0.00711%,152.55,18805,0.00711,11
302_lr_RL_1.2,105.62 kWh,11097,0.00608%,105.62,11097,0.00608,12
303_lr_RL_1.2,105.21 kWh,10955,0.00603%,105.21,10955,0.00603,13
304_lr_RL_1.2,193.57 kWh,23574,0.00740%,193.57,23574,0.0074,14
305_lr_RL_1.2,192.45 kWh,22918,0.00724%,192.45,22918,0.00724,15
306_lr_RL_1.2,140.41 kWh,15902,0.00697%,140.41,15902,0.00697,16
307_lr_RL_1.2,105.10 kWh,10972,0.00617%,105.1,10972,0.00617,17
308_lr_RL_1.2,149.63 kWh,19296,0.00776%,149.63,19296,0.00776,18
309_lr_RL_1.2,152.45 kWh,18640,0.00710%,152.45,18640,0.0071,19
310_lr_RL_1.2,129.25 kWh,15516,0.00720%,129.25,15516,0.0072,20
311_lr_RL_1.2,126.77 kWh,15091,0.00700%,126.77,15091,0.007,21
312_lr_RL_1.2,105.79 kWh,11571,0.00647%,105.79,11571,0.00647,22
313_lr_RL_1.2,149.62 kWh,18984,0.00761%,149.62,18984,0.00761,23
314_lr_RL_1.2,129.33 kWh,15742,0.00718%,129.33,15742,0.00718,24
315_lr_RL_1.2,149.80 kWh,19154,0.00752%,149.8,19154,0.00752,25
316_lr_RL_1.2,152.90 kWh,18814,0.00718%,152.9,18814,0.00718,26
317_lr_RL_1.2,191.77 kWh,22565,0.00717%,191.77,22565,0.00717,27
318_lr_RL_1.2,140.24 kWh,15407,0.00673%,140.24,15407,0.00673,28
319_lr_RL_1.2,192.38 kWh,22839,0.00727%,192.38,22839,0.00727,29
320_lr_RL_1.2,140.35 kWh,15407,0.00694%,140.35,15407,0.00694,30
321_lr_RL_1.2,105.23 kWh,10870,0.00602%,105.23,10870,0.00602,31
