ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.39 kWh,15384,0.00678%,140.39,15384,0.00678,1
20110306_lr_RL_1.2,104.99 kWh,10754,0.00590%,104.99,10754,0.0059,2
20110309_lr_RL_1.2,118.46 kWh,13107,0.00759%,118.46,13107,0.00759,3
20110322_lr_RL_1.2,147.23 kWh,19298,0.00767%,147.23,19298,0.00767,4
20110325_lr_RL_1.2,126.81 kWh,15119,0.00719%,126.81,15119,0.00719,5
20110403_lr_RL_1.2,192.83 kWh,23127,0.00740%,192.83,23127,0.0074,6
20110409_lr_RL_1.2,151.70 kWh,18195,0.00691%,151.7,18195,0.00691,7
20110411_lr_RL_1.2,149.07 kWh,18591,0.00758%,149.07,18591,0.00758,8
20110412_lr_RL_1.2,128.78 kWh,14978,0.00692%,128.78,14978,0.00692,9
300_lr_RL_1.2,117.75 kWh,12479,0.00723%,117.75,12479,0.00723,10
301_lr_RL_1.2,151.76 kWh,18490,0.00699%,151.76,18490,0.00699,11
302_lr_RL_1.2,105.35 kWh,11066,0.00616%,105.35,11066,0.00616,12
303_lr_RL_1.2,105.19 kWh,10830,0.00596%,105.19,10830,0.00596,13
304_lr_RL_1.2,191.85 kWh,22482,0.00717%,191.85,22482,0.00717,14
305_lr_RL_1.2,192.79 kWh,23237,0.00746%,192.79,23237,0.00746,15
306_lr_RL_1.2,140.04 kWh,15072,0.00655%,140.04,15072,0.00655,16
307_lr_RL_1.2,105.48 kWh,11323,0.00622%,105.48,11323,0.00622,17
308_lr_RL_1.2,148.89 kWh,18437,0.00716%,148.89,18437,0.00716,18
309_lr_RL_1.2,151.65 kWh,18162,0.00701%,151.65,18162,0.00701,19
310_lr_RL_1.2,129.24 kWh,15436,0.00713%,129.24,15436,0.00713,20
311_lr_RL_1.2,126.44 kWh,14787,0.00685%,126.44,14787,0.00685,21
312_lr_RL_1.2,105.10 kWh,10514,0.00591%,105.1,10514,0.00591,22
313_lr_RL_1.2,148.71 kWh,18248,0.00725%,148.71,18248,0.00725,23
314_lr_RL_1.2,128.85 kWh,15164,0.00693%,128.85,15164,0.00693,24
315_lr_RL_1.2,148.69 kWh,18128,0.00721%,148.69,18128,0.00721,25
316_lr_RL_1.2,152.20 kWh,18631,0.00713%,152.2,18631,0.00713,26
317_lr_RL_1.2,192.38 kWh,23076,0.00746%,192.38,23076,0.00746,27
318_lr_RL_1.2,140.24 kWh,15519,0.00679%,140.24,15519,0.00679,28
319_lr_RL_1.2,191.97 kWh,22076,0.00698%,191.97,22076,0.00698,29
320_lr_RL_1.2,140.62 kWh,15987,0.00696%,140.62,15987,0.00696,30
321_lr_RL_1.2,105.00 kWh,10694,0.00586%,105.0,10694,0.00586,31
