ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.65 kWh,15641,0.00685%,140.65,15641,0.00685,1
20110306_lr_RL_1.2,105.61 kWh,11027,0.00621%,105.61,11027,0.00621,2
20110309_lr_RL_1.2,118.38 kWh,13473,0.00780%,118.38,13473,0.0078,3
20110322_lr_RL_1.2,147.14 kWh,19205,0.00730%,147.14,19205,0.0073,4
20110325_lr_RL_1.2,127.26 kWh,15567,0.00721%,127.26,15567,0.00721,5
20110403_lr_RL_1.2,193.17 kWh,23405,0.00730%,193.17,23405,0.0073,6
20110409_lr_RL_1.2,152.79 kWh,19000,0.00709%,152.79,19000,0.00709,7
20110411_lr_RL_1.2,149.76 kWh,19619,0.00751%,149.76,19619,0.00751,8
20110412_lr_RL_1.2,128.94 kWh,14976,0.00687%,128.94,14976,0.00687,9
300_lr_RL_1.2,118.19 kWh,13206,0.00764%,118.19,13206,0.00764,10
301_lr_RL_1.2,152.72 kWh,19278,0.00706%,152.72,19278,0.00706,11
302_lr_RL_1.2,105.36 kWh,10786,0.00606%,105.36,10786,0.00606,12
303_lr_RL_1.2,105.76 kWh,11233,0.00632%,105.76,11233,0.00632,13
304_lr_RL_1.2,193.61 kWh,23592,0.00730%,193.61,23592,0.0073,14
305_lr_RL_1.2,193.07 kWh,23421,0.00748%,193.07,23421,0.00748,15
306_lr_RL_1.2,140.87 kWh,15872,0.00692%,140.87,15872,0.00692,16
307_lr_RL_1.2,105.45 kWh,11012,0.00610%,105.45,11012,0.0061,17
308_lr_RL_1.2,149.41 kWh,18976,0.00756%,149.41,18976,0.00756,18
309_lr_RL_1.2,152.95 kWh,19184,0.00732%,152.95,19184,0.00732,19
310_lr_RL_1.2,129.00 kWh,15322,0.00699%,129.0,15322,0.00699,20
311_lr_RL_1.2,127.43 kWh,15370,0.00714%,127.43,15370,0.00714,21
312_lr_RL_1.2,105.72 kWh,11082,0.00590%,105.72,11082,0.0059,22
313_lr_RL_1.2,149.89 kWh,19294,0.00749%,149.89,19294,0.00749,23
314_lr_RL_1.2,129.06 kWh,15486,0.00714%,129.06,15486,0.00714,24
315_lr_RL_1.2,149.65 kWh,19116,0.00759%,149.65,19116,0.00759,25
316_lr_RL_1.2,152.21 kWh,18461,0.00684%,152.21,18461,0.00684,26
317_lr_RL_1.2,193.54 kWh,23763,0.00745%,193.54,23763,0.00745,27
318_lr_RL_1.2,140.43 kWh,15633,0.00659%,140.43,15633,0.00659,28
319_lr_RL_1.2,192.71 kWh,23148,0.00731%,192.71,23148,0.00731,29
320_lr_RL_1.2,140.26 kWh,15521,0.00659%,140.26,15521,0.00659,30
321_lr_RL_1.2,105.68 kWh,11531,0.00637%,105.68,11531,0.00637,31
